id,procurement_type,package_name,coordinates
18485653,PEKERJAAN_KONSTRUKSI,Pembangunan Gedung Dit Tahti Polda Bali dan Ruang Tahanan Polda Bali,
17936224,PEKERJAAN_KONSTRUKSI,Belanja Modal Bangunan Gedung Kantor - Pembangunan Kantor Dinas Pemadam Kebakaran dan Penyelamatan dan Kantor Badan Penanggulangan Bencana Daerah di Pusat Pemerintahan Kabupaten Badung,
18486001,PEKERJAAN_KONSTRUKSI,Pembangunan Gedung DPRD Kabupaten Gianyar,
17949026,PENGADAAN_BARANG,Klining Servis Senior Paket 3 tahun,
17925531,PEKERJAAN_KONSTRUKSI,"Belanja Hibah Barang kepada Pemerintah Pusat - Penataan Interior, Pengadaan Meubelair Auditorium, Pembangunan Kantin dan Garase di Kejaksaan Tinggi Bali",
21749391,PEKERJAAN_KONSTRUKSI,Penataan Area Parahyangan di Kawasan Suci Besakih Kabupaten Karangasem Tahap I,
17929042,PENGADAAN_BARANG,Internasional Fiber Optik (FO) Internet Dedicated 20000 Mbps,
17943892,PEKERJAAN_KONSTRUKSI,Belanja Hibah Barang kepada Pemerintah Pusat - Rehabilitasi Gedung Auditorium Kampus Bangli Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,
18490456,JASA_LAINNYA,Belanja Jasa Operator Pembelian Layanan Angkutan Sekolah,
17945241,PENGADAAN_BARANG,Belanja Modal Pengembangan CCTV di Kabupaten Badung,
18348639,PENGADAAN_BARANG,Belanja Obat-Obatan-Obat-Obatan Lainnya (Bahan dan Alat Habis Pakai Kesehatan),
17923130,PEKERJAAN_KONSTRUKSI,"Paket Konsolidasi Belanja Modal Rumah Negara Golongan I (Penataan Rumah Jabatan Kepala Daerah, Penataan Rumah Jabatan Wakil Kepala Daerah) Dan Belanja Modal Instalasi Lain (MEP Penataan Rumah Jabatan Kepala Daerah, MEP Penataan Rumah Jabatan Wakil Kepala Daerah)",
21755645,PEKERJAAN_KONSTRUKSI,Pemeliharaan Berkala Jalan pada Ruas Jalan Provinsi TEGALTAMU - PAYANGAN - BATURANYAR SEGMEN I,
17934366,PEKERJAAN_KONSTRUKSI,Belanja Modal Bangunan Gedung Tempat Pendidikan Pembangunan SMP Negeri 1 Kuta Utara,
17921066,PEKERJAAN_KONSTRUKSI,Belanja Modal Bangunan Gedung Tempat Pendidikan Pembangunan SMP Negeri 1 Kuta Selatan,
17931574,PENGADAAN_BARANG,136 HD Road Sweeper Ceksan 4M3 Karunia Perdana Putra,
17942033,JASA_LAINNYA,Belanja Rekening Penerangan Jalan Umum,
21780331,PEKERJAAN_KONSTRUKSI,Pemeliharaan Berkala Jalan pada Ruas Jalan Provinsi KETEWEL - SUKAWATI,
18487134,PEKERJAAN_KONSTRUKSI,Pembangunan Gedung Timur Polres Gianyar Polda Bali,
21057123,JASA_LAINNYA,2.15.02.2.02.0004 Belanja Rekening Penerangan Jalan Umum,
17937168,PEKERJAAN_KONSTRUKSI,Belanja Hibah Barang kepada Pemerintah Pusat - Pembangunan Pagar dan Rehab Rumah Dinas Kodam IX/Udayana,
17925345,PEKERJAAN_KONSTRUKSI,Belanja Hibah Barang kepada Pemerintah Pusat - Penataan Interior dan Pengadaan Meubelair Gedung Kantor Polresta Denpasar Polda Bali,
17923792,PEKERJAAN_KONSTRUKSI,Belanja Modal Rumah Negara Golongan I - Pembangunan Fasilitas Penunjang Rumah Jabatan Bupati dan Wakil Bupati Badung,
21770085,PEKERJAAN_KONSTRUKSI,Belanja Rehab Gedung Ruang Sidang Utama,
21749503,PEKERJAAN_KONSTRUKSI,Pengembangan SPAM Regional Petanu untuk  Kawasan Denpasar Selatan,
18357490,PENGADAAN_BARANG,Belanja Rekening Penerangan Jalan Umum,
17951887,PENBARANG,Computed Tomography X-ray System uCT 780-Core Config,
21767594,PEKERJAAN_KONSTRUKSI,Pemeliharaan Berkala Jalan pada Ruas Jalan Provinsi TEGALTAMU - PAYANGAN - BATURANYAR SEGMEN III,
21756033,PEKERJAAN_KONSTRUKSI,Pemeliharaan Berkala Jalan pada Ruas Jalan Provinsi TEGALTAMU - PAYANGAN - BATURANYAR SEGMEN II,
18820824,PEKERJAAN_KONSTRUKSI,Pembangunan TPST Biaung Desa Ped Kec. Nusa Penida,
21037915,PENGADAAN_BARANG,Belanja Bahan-Bahan Bakar dan Pelumas,
17931139,PEKERJAAN_KONSTRUKSI,Belanja Renovasi Museum,
21766157,PEKERJAAN_KONSTRUKSI,Pembangunan Rehabilitasi Napza Rumah Sakit Jiwa Provinsi Bali,
18350583,PEKERJAAN_KONSTRUKSI,Pembangunan Rumah Jabatan Pejabat Utama Polda Bali,
17938116,PENGADAAN_BARANG,Tenaga Keamanan (Satpam Pelaksana Paket 3 Tahun),
21041401,PEKERJAAN_KONSTRUKSI,Pembangunan Puskesmas Denpasar Barat tahap II,
17934622,PENGADAAN_BARANG,Kliner Junior Paket 3 tahun,
17951904,PENGADAAN_BARANG,Belanja Modal Peralatan Jaringan,
17930860,PEKERJAAN_KONSTRUKSI,Pembangunan Unit Perbenihan Ikan Air Tawar,
17947271,PEKERJAAN_KONSTRUKSI,"Belanja Modal Bangunan Gedung Tempat Olahraga - Belanja Modal Rehabilitasi Lapangan Umum Mengwi, Tribun, GOR Bulutangkis, Lapangan Tenis dan Lapangan Panjat Tebing Mengwi",
17947336,PENGADAAN_BARANG,Sewa 5 Tahun Innova Zenix Q Hybrid Modellista,
19759320,PEKERJAAN_KONSTRUKSI,Pembangunan Jalan Menuju Parkir Pura Batukau,
18821344,PEKERJAAN_KONSTRUKSI,Pembangunan Labkesmas,
21752280,JASA_LAINNYA,"Belanja Jasa Tenaga Administrasi,Belanja Jasa Tenaga Keamanan,Belanja Jasa Tenaga Pelayanan Umum,BELANJA JASA TENAGA ADMINISTRASI,Belanja Jasa Tenaga Kebersihan , Belanja Jasa Kebersihan,Belanja Iuran Jaminan Kesehatan bagi Non ASN,Belanja Iuran Jaminan Kecelakaan Kerja bagi Non ASN,Belanja Iuran Jaminan Kematian bagi Non ASN,Belanja Iuran Jaminan Hari Tua bagi Non ASN,BELANJA IURAN JAMINAN/ASURANSI,Belanja Jasa Tenaga Supir",
17926582,PEKERJAAN_KONSTRUKSI,Belanja Modal Bangunan Gedung Kantor -  Penataan Halaman dan Pengadaan Meubelair Gedung Pengadilan Negeri Badung,
21058655,PENGADAAN_BARANG,Belanja Modal Kendaraan Bermotor Khusus (Vacuum Jetting Truck),
17928749,PENGADAAN_BARANG,"Penyediaan Sarana dan Prasarana Pengelolaan Persampahan di TPA/TPST/SPA Kabupaten/Kota, Belanja Modal Alat Processing (Mesin Gibrik)",
18013012,PEKERJAAN_KONSTRUKSI,Rekonstruksi Jalan Penelokan - Batur,
21777303,PENGADAAN_BARANG,Belanja Modal Bangunan Fasilitas Umum (Ruang Transmisi Sinyal atau Ruang TX),
17933020,PEKERJAAN_KONSTRUKSI,"Belanja Modal Jalan Kabupaten, Peningkatan Jalan Ruas Jalan Kelan Abian - Jimbaran (1003) Lanjutan",
17947905,PENGADAAN_BARANG,Belanja Modal Aset Tidak Berwujud-Software,
21761317,PENGADAAN_BARANG,Konsolidasi Paket Pengadaan Barang/Jasa Berupa PC,
19755475,JASA_LAINNYA,Belanja Jasa Operator Pembelian Layanan Angkutan Siswa,
18013388,PEKERJAAN_KONSTRUKSI,REKONSTRUKSI JALAN BRIGJEN NGURAH RAI dan REKONSTRUKSI JALAN PETAK - JLEKUNGKANG,
17946140,PEKERJAAN_KONSTRUKSI,Peningkatan Jaringan Irigasi Permukaan - Belanja Modal Bangunan Pembawa Irigasi - Peningkatan Terowongan Subak Tirtayasa D.I Tirtayasa di Kecamatan Petang Kabupaten Badung,
17930939,PEKERJAAN_KONSTRUKSI,Belanja Modal Bangunan Gedung Tempat Pendidikan Pembangunan SMP Negeri 2 Kuta Utara,
17920681,PENGADAAN_BARANG,Belanja Modal Mebel,
21776993,PENGADAAN_BARANG,Single Frequency Network Digital - Gateway dan Microlink - dengan Managed Service,
18483338,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Kutuh - Junjungan,
21756859,PENGADAAN_BARANG,Satuan Pengamanan Provinsi Bali,
21768968,PENGADAAN_BARANG,Belanja Modal Kendaraan Bermotor Penumpang,
17922227,PEKERJAAN_KOGADAAN_NSTRUKSI,Belanja Hibah Barang kepada Pemerintah Pusat - Pembangunan Kantor Denpom IX/3 Denpasar,
18014750,PENGADAAN_BARANG,Belanja Barang dan Jasa BOSP-BOS Reguler (SMP),
21768891,PEKERJAAN_KONSTRUKSI,Pemeliharaan Berkala Jalan pada Ruas Jalan Provinsi BURUAN - GIANYAR,
17930232,PEKERJAAN_KONSTRUKSI,Belanja Modal Rambu Bersuar - Pengadaan dan Pemasangan Lampu Penerangan Jalan di Kecamatan Kuta Utara,
18680124,PENGADAAN_BARANG,Belanja Modal Alat Pengolahan Lainnya,
17933771,PENGADAAN_BARANG,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,
18014152,PEKERJAAN_KONSTRUKSI,"Rekontruksi Jalan  Batur - Bayung Gede, Dan Rekontruksi Jalan Bonyoh - Abuan, Dan Abuan - Sangkaduang",
18481859,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Mas-Abianseka-Silungan,
18490270,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Belong - Tebuana,
21058116,PENGADAAN_BARANG,Pembesian,
21041495,PEKERJAAN_KONSTRUKSI,Rehabilitasi Jalan Kawasan Jalan Siulan di Kec. Denpasar Timur,
17934301,PEKERJAAN_KONSTRUKSI,"Pembangunan Sarana,Prasarana dan Utilitas Sekolah-SD No. 2 Kuta",
18480711,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Manukaya - Malet,
17949738,PEKERJAAN_KONSTRUKSI,"Belanja Modal Jalan Kabupaten, Pembangunan Jalan dan Drainase Ruas Jalan Labuan Sait - Pura Kulat, Pecatu (Lanjutan)",
21769114,PENGADAAN_BARANG,Belanja Modal Peralatan Studio Video dan Film,
17949249,PENGADAAN_BARANG,Pengadaan Mebel Sekolah,
17950843,PEKERJAAN_KONSTRUKSI,"Belanja Modal Bangunan Gedung Kantor - Pembangunan Gedung Kantor Lurah Tuban, Kecamatan Kuta, Kabupaten Badung",
18487951,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Jasan - Jati,
18487627,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Keramas-Pr. Selukat,
18687831,PENGADAAN_BARANG,Belanja Modal Alat Studio Lainnya,
17941310,PENGADAAN_BARANG,Exca Amphibi AX75L RP-TB228,
17939678,PENGADAAN_BARANG,Tenaga Keamanan (Satpam Pelaksana Paket 3 Tahun),
18486224,PENGADAAN_BARANG,Tenaga Kebersihan,
17925046,JASA_LAINNYA,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan (Pendokumentasian Tugas Pimpinan)",
18607930,PENGADAAN_BARANG,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,
17940904,PEKERJAAN_KONSTRUKSI,Belanja Modal Bangunan Gedung Tempat Pendidikan Pembangunan SMP Negeri 4 Kuta Utara,
19768031,PENGADAAN_BARANG,Sub Kegiatan Rehabilitasi dan Pemeliharaan Perlengkapan Jalan (Belanja Rekening Penerangan Jalan Umum),
17928617,PEKERJAAN_KONSTRUKSI,"Belanja Modal Bangunan Gedung Kantor - Pembangunan Kantor Lurah Tanjung Benoa, Kecamatan Kuta Selatan, Kabupaten Badung",
21048456,PEKERJAAN_KONSTRUKSI,Pembangunan Kantor Polsek Denpasar Selatan Polresta Denpasar,
21762408,PEKERJAAN_KONSTRUKSI,Optimalisasi SPAM Petanu (Pengadaan dan Pemasangan Pompa Boster Optimalisasi JDU SPAM Petanu Tapping Ketewel),
17942674,PEKERJAAN_KONSTRUKSI,Pembangunan Sistem Penyediaan Air Minum (SPAM) Bukan Jaringan Perpipaan - Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat - Pengadaan dan Pemasangan Sarana Prasarana Jaringan Air Bersih dan Sambungan Rumah di Banjar Wanasari Desa Sulangai Kecamatan Petang,
17930586,PENGADAAN_BARANG,Sistem Tata Udara Gedung,
17931655,PEKERJAAN_KONSTRUKSI,"Belanja Modal Bangunan Gedung Tempat Pendidikan, Pembangunan Sarana,Prasarana Utilitas Sekolah - SD No. 3 Penarungan",
19761884,PEKERJAAN_KONSTRUKSI,Rekonstruksi Jalan Ruas Penyalin - Riang Gede,
17930465,PEKERJAAN_KONSTRUKSI,"Belanja Modal Bangunan Gedung Pertokoan/Koperasi/Pasar - Renovasi  Warung Kuliner di Pantai Jimbaran Kecamatan Kuta Selatan, Kabupaten Badung",
18689486,PENGADAAN_BARANG,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya,
17928990,PENGADAAN_BARANG,Z-TS922-As Infrared Wireless Conference System - Delegate Unit W/ Standart Microphone And Battery,
18014613,PEKERJAAN_KONSTRUKSI,"Rekonstruksi Jalan Tingas - Dukuh, Rekonstruksi Bangkiangsidem -Peninjoan Dan Undisan Vi, Rekontruksi Jalan Bambang Kaja - Bambang Kelod, Bambang Kaja  I, Jalan Bambang Kaja Ii, Jalan Bambang Kaja Iii,Dan Jalan Bambang Kaja Iv",
17952243,PEKERJAAN_KONSTRUKSI,Belanja Modal Rambu Bersuar - Pengadaan dan Pemasangan Lampu Penerangan Jalan di Kecamatan Kuta Selatan,
21781236,PENGADAAN_BARANG,Belanja Modal Kendaraan Bermotor Penumpang,
17938427,PEKERJAAN_KONSTRUKSI,"Belanja Modal Jalan Kabupaten, Pelebaran Ruas Jalan Munggu - Pantai (4087) Lanjutan",
18013445,PEKERJAAN_KONSTRUKSI,Rekonstruksi Jalan Serai - Bunutin,
18486159,PEKERJAAN_KONSTRUKSI,Pengadaan dan Pemasangan LPJU Penataan Kawasan GOR,
17943073,PENGADAAN_BARANG,Belanja Modal Pengembangan CCTV di Kabupaten Badung,
21052428,PENGADAAN_BARANG,"Pasangan Pondasi Siklop, 60 % Beton FC 15 M.Pa  DAN 40% Batu Belah",
21767103,PENGADAAN_BARANG,Pelaksana Security,
18339957,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Lokapaksa - Bd. Kembangsari,
19759308,PEKERJAAN_KONSTRUKSI,Penataan Parkir dan Bangunan Pelengkap di Pura Batukau,
18353779,PEKERJAAN_KONSTRUKSI,Rehabilitasi Jalan Sp3. Jp. Tamblang - Bebetin,
21033623,PENGADAAN_BARANG,Saluran U Pracetak Tipe DS 4A (dengan tutup) (Precast),
17920916,PEKERJAAN_KONSTRUKSI,Pengelolaan dan Pengembangan Sistem Penyediaan Air Minum (SPAM) di Daerah Kabupaten/Kota - Pembangunan Sistem Penyediaan Air Minum (SPAM) Bukan Jaringan Perpipaan - Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat - Pengadaan dan Pemasangan Sarana Prasarana Jaringan Air Bersih dan Sambungan Rumah di Banjar Belok Desa Belok Sidan Kecamatan Petang,
17934865,JASA_LAINNYA,Belanja Modal Aset Tidak Berwujud-Software,
18359794,PENGADAAN_BARANG,Belanja Obat-Obatan-Obat-Obatan Lainnya (Bahan dan Alat Laboratorium),
18355245,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Sp3. Jp. Tajun -Sp3. Jp. Mengening,
17924399,PENGADAAN_BARANG,Pengadaan Peralatan dan Mesin Lainnya,
17929426,PENGADAAN_BARANG,Laston Lapis Antara (AC-BC),
17921209,PENGADAAN_BARANG,Perpanjangan Masa Aktif (Lisensi) Perangkat Akses Internet,
18482849,JASA_LAINNYA,Pengadaan Perangkat Vidiotron,
17943403,PEKERJAAN_KONSTRUKSI,",Belanja Hibah Barang kepada Pemerintah Pusat - Penataan Interior dan Pengadaan Meubelair Gedung Kantor Makorem 163/Wira Satya Denpasar dan Kodim 1611/Badung",
21051061,JASA_LAINNYA,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan",
19760119,PEKERJAAN_KONSTRUKSI,Rekonstruksi Jalan Ruas Babahan - Sunantaya,
18013341,PEKERJAAN_KONSTRUKSI,Rekonstruksi Jalan Kedisan - Terunyan,
21055569,PEKERJAAN_KONSTRUKSI,Rekonstruksi Kawasan Jalan Dewi Madri dan Jalan Drupadi  di Kec. Denpasar Timur,
21042440,JASA_LAINNYA,Belanja Sewa Kendaraan Bermotor Penumpang (Belanja Sewa Kendaraan Operasional Pejabat,
21032900,PENGADAAN_BARANG,2.15.02.2.02.0002 Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,
17952106,PENGADAAN_BARANG,Tutup Pracetak Bermotif UK. 110x120x15 cm dan Ubin Penutup Difable T. 10 ton,
19766383,PENGADAAN_BARANG,Toyota Avanza E CVT registrasi minimal tahun  2023,
21048688,PENGADAAN_BARANG,Belanja Farmasi B,
21757505,PENGADAAN_BARANG,Laston Lapis Antara (AC-BC),
17933154,PENGADAAN_BARANG,"Penyediaan Sarana dan Prasarana Pengelolaan Persampahan di TPA/TPST/SPA Kabupaten/Kota, Belanja Modal Alat Processing (Tub Grinder)",
21035548,PENGADAAN_BARANG,Pengadaan Mebel Sekolah Dasar - Belanja Modal Mebel,
17942549,PENGADAAN_BARANG,Cakra Mot Ultimate PB30 M2,
18490019,PEKERJAAN_KONSTRUKSI,Peningkatan Jalan Br.Ambengan-Laplapan,
17923376,PENGADAAN_BARANG,Pekerjaan Pengadaan DUB 430.100.120.35.35. TOP BOTTOM Gandar 15 ton,
21755982,PENGADAAN_BARANG,Belanja Modal Kendaraan Bermotor Penumpang,
17948941,PEKERJAAN_KONSTRUKSI,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat Pembangunan Peremajaan/ Pemugaran Permukiman Kumuh Di Kecamatan Kuta,
17952167,PENGADAAN_BARANG,Alphard 2.5 HYBRID CVT,
17927337,PEKERJAAN_KONSTRUKSI,Belanja Modal Bangunan Gedung Tempat Pendidikan - Pembangunan Ruang Kelas Baru SD No. 5 Pecatu,
17942807,PEKERJAAN_KONSTRUKSI,Belanja Modal Rambu Bersuar - Pengadaan dan Pemasangan Lampu Penerangan Jalan di Kecamatan Abiansemal,
19763213,JASA_LAINNYA,Belanja Bantuan Iuran Jaminan Kesehatan bagi Peserta PBPU dan BP Kelas 3 (1.02.02.2.02.0026),
21754789,JASA_LAINNYA,"Pengadaan Tanah Untuk Pembangunan Sistem Penyediaan Air Baku, Intake dan Transmisi Embung Tukad Unda di Kabupaten Klungkung",
21781464,PENGADAAN_BARANG,Laston Lapis Antara (AC-BC),
17936912,PENGADAAN_BARANG,Laston Lapis Antara (AC-BC),
18014110,PEKERJAAN_KONSTRUKSI,"Rekonstruksi Jalan Katung - Setra, Bonyoh I, dan Bonyoh - Abuan",
21769005,PENGADAAN_BARANG,Laston Lapis Antara (AC-BC),
21032023,PENGADAAN_BARANG,Laston Lapis Antara (AC-BC),
17927929,PENGADAAN_BARANG,Laston Lapis Antara (AC-BC),
21773803,PENGADAAN_BARANG,Laston Lapis Antara (AC-BC),
17951267,PEKERJAAN_KONSTRUKSI,",Belanja Modal Bangunan Gedung Kantor - Pembangunan Kantor Koramil dan Mess Danramil 1611-06/Petang",
21752956,PENGADAAN_BARANG,Jasa tenaga Keamanan ( Pelaksana ),
18481626,PENGADAAN_BARANG,Pengadaan Smart Interactive TV Pada SMPN se Kabupaten Gianyar,
21030254,PENGADAAN_BARANG,Pengadaan & Pemasangan Kamera PTZ Multi Lenses 4MP Untuk Ruas Jalan Dilengkapi Audio Announcher Dan Font Kamera,
17938394,PEKERJAAN_KONSTRUKSI,Belanja Hibah Barang kepada Pemerintah Pusat- Pembangunan Kantor Koramil dan Mess Danramil 1611-05/Abiansemal,
21755496,PENGADAAN_BARANG,Fiber Optik International 3000 Mbps Gold,
21770331,PENGADAAN_BARANG,Fiber Optik IP Transit Internasional 3 Gbps,
21770696,PENGADAAN_BARANG,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,
17921878,PENGADAAN_BARANG,Pengadaan Peralatan dan Mesin Lainnya,
21053348,PENGADAAN_BARANG,Tutup Drainase Beton Lebar 1 m (Precast),
17937709,PENGADAAN_BARANG,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,
17930927,PENGADAAN_BARANG,Laston Lapis Aus (AC-WC),
18011924,PEKERJAAN_KONSTRUKSI,REKONSTRUKSI JALAN PENGIANGAN KAWAN - SELAT NYUHAN dan JALAN BUNUTIN - SELATI,
17937610,PEKERJAAN_KONSTRUKSI,Pembangunan Sistem Pengelolaan Air Limbah Domestik (SPALD) Terpusat Skala Perkotaan - Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat - Pengadaan dan Pemasangan Sambungan Rumah (SR) Jaringan Air Limbah di Kecamatan Kuta,
21755605,PENGADAAN_BARANG,Ipal Rumah Sakit,
21045070,PENGADAAN_BARANG,Paket Hemodialisa Dewasa Lengkap Elisio 15H,
21751227,PENGADAAN_BARANG,Petugas Cleaning Service,
19755366,PEKERJAAN_KONSTRUKSI,"Rekonstruksi Jalan Ruas SP Beraban Munggu-Pantai Nyanyi (1,700 Km)",
17926623,PENGADAAN_BARANG,"Penanganan sampah melalui pemilahan dan pengolahan sampah di instalasi pengolahan sampah TPS3R, PDU, TPST, TPS, SPA, PSEL/PLTSa, RDF, pusat pengomposan, biodigester, Bank Sampah dan fasilitas lainnya sesuai dengan peraturan perundangan Belanja Bahan-Bahan Lainnya (Limstone ,Tanah Urug Subur)",
21753519,PENGADAAN_BARANG,"Laston Lapis Antara (AC-BC), Terpasang",
17937557,PENGADAAN_BARANG,Penyediaan Unit Pracetak Gelagar Tipe I Bentang 30 meter,
19767602,PENGADAAN_BARANG,Toyota Zenix G CVT Registrasi Minimal tahun 2025,
21777929,JASA_LAINNYA,Belanja Pemeliharaan Alat Radioterapi,
21756158,PENGADAAN_BARANG,Belanja Bahan- Bahan Lainnya (Penunjang Medik),
18603481,PENGADAAN_BARANG,Laston Lapis Aus (AC-WC) Terpasang,
17925342,PENGADAAN_BARANG,Saluran U Pracetak Tipe 80x80/120 (Precast) T. 10 ton,
18014686,PEKERJAAN_KONSTRUKSI,REKONTRUKSI JALAN BIAS I dan SUKAWANA  SUBAK BILA,
18607398,PENGADAAN_BARANG,Laston Lapis Aus (AC-WC) Terpasang,
17951693,PENGADAAN_BARANG,Belanja Modal Instalasi Pusat Pengatur Listrik,
21036774,PENGADAAN_BARANG,Belanja Modal Mesin Proses,
21054257,PENGADAAN_BARANG,Belanja Modal Mesin Proses,
18484803,PENGADAAN_BARANG,Laston Lapis Aus (AC-WC) tebal 6 cm,
17933497,PEKERJAAN_KONSTRUKSI,Pembangunan Sistem Penyediaan Air Minum (SPAM) Bukan Jaringan Perpipaan - Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat - Pengadaan dan Pemasangan Sarana Prasarana Jaringan Air Bersih dan Sambungan Rumah di Banjar Nungnung Desa Pelaga Kecamatan Petang,
17946354,JASA_LAINNYA,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan Sub. Kegiatan Relasi Media Media Publik Bidang Pengelolaan Informasi Publik",
17925107,PENGADAAN_BARANG,"Saluran U Pracetak Tipe DS 4 (80x80/120 Precast), T  10 Ton",
21051310,PENGADAAN_BARANG,Belanja Modal Mesin Proses,
21036467,PENGADAAN_BARANG,Belanja Modal Mesin Proses,
17923706,PENGADAAN_BARANG,Saluran Berbentuk U ukuran 80x80/120 Precast,
18601719,PENGADAAN_BARANG,Laston Lapis Aus (AC-WC) Terpasang,
18011489,PEKERJAAN_KONSTRUKSI,"Rekonstruksi JALAN BANGBANG - PENAGA LANDIH DAN Mundukwaru - Tiying Desa, Pengootan Tugu Pahlawan",
18481491,PENGADAAN_BARANG,Laston Lapis Aus (AC-WC) Tebal 6 cm,
21777567,PENGADAAN_BARANG,Belanja Bahan-Bahan Lainnya ( Penunjang Medik),
21065447,PENGADAAN_BARANG,Litho 150,
17933135,PEKERJAAN_KONSTRUKSI,"Belanja Modal Jalan Kabupaten, Peningkatan Ruas Jalan SP.3 Uluwatu - Langui (1069) Lanjutan",
18014563,PEKERJAAN_KONSTRUKSI,Pengembangan Sarana Penguatan Layanan Unggulan KJSU- KIA,
17949706,PENGADAAN_BARANG,Satpam Pelaksana,
21048494,PENGADAAN_BARANG,Pemasangan Mainhole Drainase dan tutup Cast Iron,
19759202,JASA_LAINNYA,"Belanja Jasa Iklan/Reklame, Film, dan Pemotretan (Fasilitasi Komunikasi / Prokopim )",
17937638,PEKERJAAN_KONSTRUKSI,"Belanja Modal Jalan Kabupaten, Pengadaan dan Pemasangan Pipa Utilitas Terpadu pada Trotoar di Kabupaten Badung",
18491097,PENGADAAN_BARANG,Ventilator Triton MV200 Advance,
17946116,PENGADAAN_BARANG,Belanja Modal Alat Penguji Kendaraan Bermotor,
21055553,PENGADAAN_BARANG,"Pemasangan Batu Andesit, 30x30 cm tebal 2 cm",
17942745,PEKERJAAN_KONSTRUKSI,"Belanja Modal Bangunan Gedung Tempat Pendidikan, Pembangunan Sarana,Prasarana Utilitas Sekolah - SD No. 1 Canggu",
17925796,PENGADAAN_BARANG,Laston Lapis Aus (AC-WC),
18486975,PENGADAAN_BARANG,Laston Lapis Aus (AC-WC) tebal 6 cm,
19756024,PEKERJAAN_KONSTRUKSI,Rekonstruksi Jalan Pujungan - Tibudalem,
17920803,PEKERJAAN_KONSTRUKSI,Pembangunan Ruang Kelas Baru SD No. 1 tuban,
17925996,PENGADAAN_BARANG,Pengadaan Precast Terowongan Type Dinding 115.30.8 cm,
17925767,PENGADAAN_BARANG,Perkerasan Blok Beton 20x20x8 abu-abu Fc 20 Mpa,
17952869,PENGADAAN_BARANG,"Saluran U Pracetak Tipe DS 4 (80x80/120 Precast), T 10 Ton",
17946966,PENGADAAN_BARANG,Belanja Modal Electric Generating Set,
21056387,PENGADAAN_BARANG,"Saluran berbentuk U Tipe DS 4a 80 x 80 x 120cm, dengan tutup (Precast)",
17950613,PENGADAAN_BARANG,Kliner Junior,
17929371,PENGADAAN_BARANG,"Gorong-gorong Kotak Beton Bertulang, ukuran dalam 60 cm x 60 cm",
17926014,PENGADAAN_BARANG,Perkerasan Blok Beton 20 x 20 x 8 abu-abu 20 Mpa,
18820461,JASA_LAINNYA,Jasa Pengoperasian Angkutan Siswa di  Kecamatan Klungkung,
21774418,PENGADAAN_BARANG,Sangfor Sangfor Hci A-Server3405 - 3 Nodes,
17945694,PENGADAAN_BARANG,Belanja Pakaian Olahraga ( Olah Raga ),
21774524,JASA_LAINNYA,Belanja Tagihan Listrik Operasional SPALD Terpusat dan Kantor UPTD PAL,
21062362,PEKERJAAN_KONSTRUKSI,Perbaikan Saluran Drainase Di Kesiman Kertalangu (Pemulihan Infrastruktur Akibat Bencana Banjir),
17950583,PENGADAAN_BARANG,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,
18480434,PENGADAAN_BARANG,Belanja Modal Electric Generating Set,
17938423,PENGADAAN_BARANG,"Laston Lapis Antara (AC-BC), Terpasang",
18491741,PEKERJAAN_KONSTRUKSI,Peningkatan Jaringan Irigasi  D.I. Buahan,
19759641,JASA_LAINNYA,Belanja Jasa Tenaga Kebersihan,
19760590,PEKERJAAN_KONSTRUKSI,Rekonstruksi Jalan Kalanganyar - Curah,
18485026,PEKERJAAN_KONSTRUKSI,Pembangunan IPLT dan Sarana Penunjangnya,
18605092,PEKERJAAN_KONSTRUKSI,Pemeliharaan Rutin Jalan,
18611475,PENGADAAN_BARANG,Belanja Modal Instalasi Pengolahan Sampah Lainnya,
18602400,PENGADAAN_BARANG,Beton fc 15 Mpa ( Terpasang ),
